candidate,extra_adverse_bps_per_side,month,net_pnl
qqq_single_ma150_weekly_top1,10.0,2025-01,0.07858030484715361
qqq_single_ma150_weekly_top1,10.0,2025-02,0.08516193895197077
qqq_single_ma150_weekly_top1,10.0,2025-03,-0.2218363644603878
qqq_single_ma150_weekly_top1,10.0,2025-04,0.39243168822588237
qqq_single_ma150_weekly_top1,10.0,2025-05,0.10695374298056948
qqq_single_ma150_weekly_top1,10.0,2025-06,0.03479339042125973
qqq_single_ma150_weekly_top1,10.0,2025-07,0.14105772764045388
qqq_single_ma150_weekly_top1,10.0,2025-08,-0.20713365380633675
qqq_single_ma150_weekly_top1,10.0,2025-09,0.14069487276345516
qqq_single_ma150_weekly_top1,10.0,2025-10,0.08289806673949873
qqq_single_ma150_weekly_top1,10.0,2025-11,-0.04017993672791331
qqq_single_ma150_weekly_top1,10.0,2025-12,0.1299684931126912
qqq_single_ma150_weekly_top1,10.0,2026-01,0.35827398343299044
qqq_single_ma150_weekly_top1,10.0,2026-02,0.1277959793154757
qqq_single_ma150_weekly_top1,10.0,2026-03,0.027437140393207216
qqq_single_ma150_weekly_top1,10.0,2026-04,0.43267685656629973
qqq_single_ma150_weekly_top10,0.0,2019-06,0.0
qqq_single_ma150_weekly_top10,0.0,2019-07,0.0
qqq_single_ma150_weekly_top10,0.0,2019-08,0.0
qqq_single_ma150_weekly_top10,0.0,2019-09,0.0
qqq_single_ma150_weekly_top10,0.0,2019-10,0.0
qqq_single_ma150_weekly_top10,0.0,2019-11,0.0
qqq_single_ma150_weekly_top10,0.0,2019-12,0.0
qqq_single_ma150_weekly_top10,0.0,2020-01,0.0032760387506045457
qqq_single_ma150_weekly_top10,0.0,2020-02,0.0034409095319073296
qqq_single_ma150_weekly_top10,0.0,2020-03,-0.1463170120490054
qqq_single_ma150_weekly_top10,0.0,2020-04,0.12147520505186388
qqq_single_ma150_weekly_top10,0.0,2020-05,0.11928764771214034
qqq_single_ma150_weekly_top10,0.0,2020-06,0.1392223125613259
qqq_single_ma150_weekly_top10,0.0,2020-07,0.12055104177446374
qqq_single_ma150_weekly_top10,0.0,2020-08,0.15587153293859513
qqq_single_ma150_weekly_top10,0.0,2020-09,-0.007976770610927289
qqq_single_ma150_weekly_top10,0.0,2020-10,-0.0038475424008558023
qqq_single_ma150_weekly_top10,0.0,2020-11,0.2066266093595764
qqq_single_ma150_weekly_top10,0.0,2020-12,0.023552319183438065
qqq_single_ma150_weekly_top10,0.0,2021-01,0.06518473011428771
qqq_single_ma150_weekly_top10,0.0,2021-02,0.015674238269884858
qqq_single_ma150_weekly_top10,0.0,2021-03,-0.04609146253999766
qqq_single_ma150_weekly_top10,0.0,2021-04,0.011024608668513534
qqq_single_ma150_weekly_top10,0.0,2021-05,0.006560698256467922
qqq_single_ma150_weekly_top10,0.0,2021-06,0.029179806952533468
qqq_single_ma150_weekly_top10,0.0,2021-07,0.08793221991915318
qqq_single_ma150_weekly_top10,0.0,2021-08,0.0661036625422855
qqq_single_ma150_weekly_top10,0.0,2021-09,-0.09433419524129451
qqq_single_ma150_weekly_top10,0.0,2021-10,0.0864663498596796
qqq_single_ma150_weekly_top10,0.0,2021-11,-0.009721748025309979
qqq_single_ma150_weekly_top10,0.0,2021-12,-0.04614325173395862
qqq_single_ma150_weekly_top10,0.0,2022-01,-0.18598626058998136
qqq_single_ma150_weekly_top10,0.0,2022-02,-0.05855685462306113
qqq_single_ma150_weekly_top10,0.0,2022-03,-0.006927358537768231
qqq_single_ma150_weekly_top10,0.0,2022-04,-0.09483316767922334
qqq_single_ma150_weekly_top10,0.0,2022-05,-0.018077785648604232
qqq_single_ma150_weekly_top10,0.0,2022-06,-0.025138940748315068
qqq_single_ma150_weekly_top10,0.0,2022-07,-0.03262178670538976
qqq_single_ma150_weekly_top10,0.0,2022-08,-0.03248671811008299
qqq_single_ma150_weekly_top10,0.0,2022-09,-0.0837052109501256
qqq_single_ma150_weekly_top10,0.0,2022-10,0.05655775339100804
qqq_single_ma150_weekly_top10,0.0,2022-11,0.09427952167135709
qqq_single_ma150_weekly_top10,0.0,2022-12,-0.03391032795378034
qqq_single_ma150_weekly_top10,0.0,2023-01,0.03259268844115129
qqq_single_ma150_weekly_top10,0.0,2023-02,-0.052899767549529714
qqq_single_ma150_weekly_top10,0.0,2023-03,0.050252772638328794
qqq_single_ma150_weekly_top10,0.0,2023-04,-0.01096581485180272
qqq_single_ma150_weekly_top10,0.0,2023-05,0.14131578323039054
qqq_single_ma150_weekly_top10,0.0,2023-06,0.03977325871574245
qqq_single_ma150_weekly_top10,0.0,2023-07,0.030628233650522228
qqq_single_ma150_weekly_top10,0.0,2023-08,-0.001743046818245643
qqq_single_ma150_weekly_top10,0.0,2023-09,-0.06945578440796332
qqq_single_ma150_weekly_top10,0.0,2023-10,-0.03514200557241224
qqq_single_ma150_weekly_top10,0.0,2023-11,0.15680285640853422
qqq_single_ma150_weekly_top10,0.0,2023-12,0.060725883733994915
qqq_single_ma150_weekly_top10,0.0,2024-01,0.012476115398215554
qqq_single_ma150_weekly_top10,0.0,2024-02,0.025757846363317384
qqq_single_ma150_weekly_top10,0.0,2024-03,-0.03146153885931096
qqq_single_ma150_weekly_top10,0.0,2024-04,-0.07721232806004848
qqq_single_ma150_weekly_top10,0.0,2024-05,0.12249583499375817
qqq_single_ma150_weekly_top10,0.0,2024-06,0.04391945311522724
qqq_single_ma150_weekly_top10,0.0,2024-07,-0.09632575119438627
qqq_single_ma150_weekly_top10,0.0,2024-08,-0.014016112293367366
qqq_single_ma150_weekly_top10,0.0,2024-09,-0.0019250906210369267
qqq_single_ma150_weekly_top10,0.0,2024-10,0.01218171793007529
qqq_single_ma150_weekly_top10,0.0,2024-11,0.07245797730603486
qqq_single_ma150_weekly_top10,0.0,2024-12,0.016252494581791115
qqq_single_ma150_weekly_top10,0.0,2025-01,0.01699842661091146
qqq_single_ma150_weekly_top10,0.0,2025-02,-0.03267085353073086
qqq_single_ma150_weekly_top10,0.0,2025-03,-0.13950903009416532
qqq_single_ma150_weekly_top10,0.0,2025-04,0.08208683557124327
qqq_single_ma150_weekly_top10,0.0,2025-05,0.06947730059547032
qqq_single_ma150_weekly_top10,0.0,2025-06,0.048066317259502334
qqq_single_ma150_weekly_top10,0.0,2025-07,-0.03747015488723341
qqq_single_ma150_weekly_top10,0.0,2025-08,-0.007628516849285519
qqq_single_ma150_weekly_top10,0.0,2025-09,0.1914395090741341
qqq_single_ma150_weekly_top10,0.0,2025-10,0.17209059496323376
qqq_single_ma150_weekly_top10,0.0,2025-11,-0.045309285534636465
qqq_single_ma150_weekly_top10,0.0,2025-12,0.07618522505005651
qqq_single_ma150_weekly_top10,0.0,2026-01,0.1700583139558022
qqq_single_ma150_weekly_top10,0.0,2026-02,-0.01815968654336054
qqq_single_ma150_weekly_top10,0.0,2026-03,-0.0364684014688285
qqq_single_ma150_weekly_top10,0.0,2026-04,0.30887904343844513
qqq_single_ma150_weekly_top10,1.0,2019-06,0.0
qqq_single_ma150_weekly_top10,1.0,2019-07,0.0
qqq_single_ma150_weekly_top10,1.0,2019-08,0.0
qqq_single_ma150_weekly_top10,1.0,2019-09,0.0
qqq_single_ma150_weekly_top10,1.0,2019-10,0.0
qqq_single_ma150_weekly_top10,1.0,2019-11,0.0
qqq_single_ma150_weekly_top10,1.0,2019-12,0.0
qqq_single_ma150_weekly_top10,1.0,2020-01,0.0031760387506045464
qqq_single_ma150_weekly_top10,1.0,2020-02,0.0033209095319073206
qqq_single_ma150_weekly_top10,1.0,2020-03,-0.1466970120490054
qqq_single_ma150_weekly_top10,1.0,2020-04,0.12137520505186387
qqq_single_ma150_weekly_top10,1.0,2020-05,0.11920764771214033
qqq_single_ma150_weekly_top10,1.0,2020-06,0.1390623125613259
qqq_single_ma150_weekly_top10,1.0,2020-07,0.12049104177446374
qqq_single_ma150_weekly_top10,1.0,2020-08,0.1557315329385951
qqq_single_ma150_weekly_top10,1.0,2020-09,-0.008056770610927282
qqq_single_ma150_weekly_top10,1.0,2020-10,-0.003907542400855807
qqq_single_ma150_weekly_top10,1.0,2020-11,0.2065066093595764
qqq_single_ma150_weekly_top10,1.0,2020-12,0.023432319183438063
qqq_single_ma150_weekly_top10,1.0,2021-01,0.06504473011428771
qqq_single_ma150_weekly_top10,1.0,2021-02,0.015594238269884854
qqq_single_ma150_weekly_top10,1.0,2021-03,-0.046331462539997655
qqq_single_ma150_weekly_top10,1.0,2021-04,0.01094460866851353
qqq_single_ma150_weekly_top10,1.0,2021-05,0.006500698256467945
qqq_single_ma150_weekly_top10,1.0,2021-06,0.02905980695253347
qqq_single_ma150_weekly_top10,1.0,2021-07,0.08783221991915319
qqq_single_ma150_weekly_top10,1.0,2021-08,0.06596366254228549
qqq_single_ma150_weekly_top10,1.0,2021-09,-0.0944141952412945
qqq_single_ma150_weekly_top10,1.0,2021-10,0.08634634985967961
qqq_single_ma150_weekly_top10,1.0,2021-11,-0.00996174802530998
qqq_single_ma150_weekly_top10,1.0,2021-12,-0.04630325173395862
qqq_single_ma150_weekly_top10,1.0,2022-01,-0.18620626058998135
qqq_single_ma150_weekly_top10,1.0,2022-02,-0.05881685462306112
qqq_single_ma150_weekly_top10,1.0,2022-03,-0.007187358537768234
qqq_single_ma150_weekly_top10,1.0,2022-04,-0.09497316767922334
qqq_single_ma150_weekly_top10,1.0,2022-05,-0.018392706283524865
qqq_single_ma150_weekly_top10,1.0,2022-06,-0.025368940748315066
qqq_single_ma150_weekly_top10,1.0,2022-07,-0.03284718353078658
qqq_single_ma150_weekly_top10,1.0,2022-08,-0.032766718110082985
qqq_single_ma150_weekly_top10,1.0,2022-09,-0.08413409983901449
qqq_single_ma150_weekly_top10,1.0,2022-10,0.05632346767672232
qqq_single_ma150_weekly_top10,1.0,2022-11,0.09423952167135709
qqq_single_ma150_weekly_top10,1.0,2022-12,-0.03405032795378034
qqq_single_ma150_weekly_top10,1.0,2023-01,0.032472688441151296
qqq_single_ma150_weekly_top10,1.0,2023-02,-0.053039767549529715
qqq_single_ma150_weekly_top10,1.0,2023-03,0.05011277263832878
qqq_single_ma150_weekly_top10,1.0,2023-04,-0.011085814851802721
qqq_single_ma150_weekly_top10,1.0,2023-05,0.1411957832303905
qqq_single_ma150_weekly_top10,1.0,2023-06,0.03963325871574244
qqq_single_ma150_weekly_top10,1.0,2023-07,0.03034823365052223
qqq_single_ma150_weekly_top10,1.0,2023-08,-0.0019230468182456634
qqq_single_ma150_weekly_top10,1.0,2023-09,-0.06967578440796332
qqq_single_ma150_weekly_top10,1.0,2023-10,-0.03540200557241225
qqq_single_ma150_weekly_top10,1.0,2023-11,0.15658285640853423
qqq_single_ma150_weekly_top10,1.0,2023-12,0.060565883733994914
qqq_single_ma150_weekly_top10,1.0,2024-01,0.012276115398215545
qqq_single_ma150_weekly_top10,1.0,2024-02,0.025557846363317385
qqq_single_ma150_weekly_top10,1.0,2024-03,-0.03166153885931096
qqq_single_ma150_weekly_top10,1.0,2024-04,-0.07737232806004848
qqq_single_ma150_weekly_top10,1.0,2024-05,0.12237583499375818
qqq_single_ma150_weekly_top10,1.0,2024-06,0.043759453115227234
qqq_single_ma150_weekly_top10,1.0,2024-07,-0.09646575119438626
qqq_single_ma150_weekly_top10,1.0,2024-08,-0.014296112293367372
qqq_single_ma150_weekly_top10,1.0,2024-09,-0.0022650906210369224
qqq_single_ma150_weekly_top10,1.0,2024-10,0.01198171793007529
qqq_single_ma150_weekly_top10,1.0,2024-11,0.07233797730603486
qqq_single_ma150_weekly_top10,1.0,2024-12,0.016032494581791124
qqq_single_ma150_weekly_top10,1.0,2025-01,0.016898426610911454
qqq_single_ma150_weekly_top10,1.0,2025-02,-0.032770853530730865
qqq_single_ma150_weekly_top10,1.0,2025-03,-0.13970903009416533
qqq_single_ma150_weekly_top10,1.0,2025-04,0.08184683557124328
qqq_single_ma150_weekly_top10,1.0,2025-05,0.06931730059547031
qqq_single_ma150_weekly_top10,1.0,2025-06,0.04784631725950233
qqq_single_ma150_weekly_top10,1.0,2025-07,-0.03761015488723342
qqq_single_ma150_weekly_top10,1.0,2025-08,-0.007788516849285519
qqq_single_ma150_weekly_top10,1.0,2025-09,0.1911995090741341
qqq_single_ma150_weekly_top10,1.0,2025-10,0.17187059496323376
qqq_single_ma150_weekly_top10,1.0,2025-11,-0.045409285534636454
qqq_single_ma150_weekly_top10,1.0,2025-12,0.07606522505005651
qqq_single_ma150_weekly_top10,1.0,2026-01,0.1699983139558022
qqq_single_ma150_weekly_top10,1.0,2026-02,-0.01821968654336053
qqq_single_ma150_weekly_top10,1.0,2026-03,-0.036568401468828476
qqq_single_ma150_weekly_top10,1.0,2026-04,0.30873904343844516
qqq_single_ma150_weekly_top10,2.0,2019-06,0.0
qqq_single_ma150_weekly_top10,2.0,2019-07,0.0
qqq_single_ma150_weekly_top10,2.0,2019-08,0.0
qqq_single_ma150_weekly_top10,2.0,2019-09,0.0
qqq_single_ma150_weekly_top10,2.0,2019-10,0.0
qqq_single_ma150_weekly_top10,2.0,2019-11,0.0
qqq_single_ma150_weekly_top10,2.0,2019-12,0.0
qqq_single_ma150_weekly_top10,2.0,2020-01,0.003076038750604547
qqq_single_ma150_weekly_top10,2.0,2020-02,0.0032009095319073116
qqq_single_ma150_weekly_top10,2.0,2020-03,-0.14707701204900542
qqq_single_ma150_weekly_top10,2.0,2020-04,0.12127520505186387
qqq_single_ma150_weekly_top10,2.0,2020-05,0.11912764771214034
qqq_single_ma150_weekly_top10,2.0,2020-06,0.13890231256132587
qqq_single_ma150_weekly_top10,2.0,2020-07,0.12043104177446375
qqq_single_ma150_weekly_top10,2.0,2020-08,0.15559153293859512
qqq_single_ma150_weekly_top10,2.0,2020-09,-0.008136770610927286
qqq_single_ma150_weekly_top10,2.0,2020-10,-0.003967542400855804
qqq_single_ma150_weekly_top10,2.0,2020-11,0.2063866093595764
qqq_single_ma150_weekly_top10,2.0,2020-12,0.02331231918343807
qqq_single_ma150_weekly_top10,2.0,2021-01,0.06490473011428771
qqq_single_ma150_weekly_top10,2.0,2021-02,0.015514238269884857
qqq_single_ma150_weekly_top10,2.0,2021-03,-0.04657146253999765
qqq_single_ma150_weekly_top10,2.0,2021-04,0.010864608668513534
qqq_single_ma150_weekly_top10,2.0,2021-05,0.006440698256467927
qqq_single_ma150_weekly_top10,2.0,2021-06,0.028939806952533467
qqq_single_ma150_weekly_top10,2.0,2021-07,0.08773221991915317
qqq_single_ma150_weekly_top10,2.0,2021-08,0.0658236625422855
qqq_single_ma150_weekly_top10,2.0,2021-09,-0.0944941952412945
qqq_single_ma150_weekly_top10,2.0,2021-10,0.08622634985967961
qqq_single_ma150_weekly_top10,2.0,2021-11,-0.01020174802530998
qqq_single_ma150_weekly_top10,2.0,2021-12,-0.046463251733958634
qqq_single_ma150_weekly_top10,2.0,2022-01,-0.18642626058998135
qqq_single_ma150_weekly_top10,2.0,2022-02,-0.05907685462306112
qqq_single_ma150_weekly_top10,2.0,2022-03,-0.007447358537768237
qqq_single_ma150_weekly_top10,2.0,2022-04,-0.09511316767922334
qqq_single_ma150_weekly_top10,2.0,2022-05,-0.018707626918445498
qqq_single_ma150_weekly_top10,2.0,2022-06,-0.025598940748315067
qqq_single_ma150_weekly_top10,2.0,2022-07,-0.03307258035618341
qqq_single_ma150_weekly_top10,2.0,2022-08,-0.03304671811008299
qqq_single_ma150_weekly_top10,2.0,2022-09,-0.08456298872790338
qqq_single_ma150_weekly_top10,2.0,2022-10,0.056089181962436604
qqq_single_ma150_weekly_top10,2.0,2022-11,0.09419952167135709
qqq_single_ma150_weekly_top10,2.0,2022-12,-0.03419032795378034
qqq_single_ma150_weekly_top10,2.0,2023-01,0.03235268844115129
qqq_single_ma150_weekly_top10,2.0,2023-02,-0.053179767549529716
qqq_single_ma150_weekly_top10,2.0,2023-03,0.049972772638328784
qqq_single_ma150_weekly_top10,2.0,2023-04,-0.011205814851802717
qqq_single_ma150_weekly_top10,2.0,2023-05,0.14107578323039052
qqq_single_ma150_weekly_top10,2.0,2023-06,0.03949325871574244
qqq_single_ma150_weekly_top10,2.0,2023-07,0.030068233650522226
qqq_single_ma150_weekly_top10,2.0,2023-08,-0.002103046818245649
qqq_single_ma150_weekly_top10,2.0,2023-09,-0.06989578440796332
qqq_single_ma150_weekly_top10,2.0,2023-10,-0.03566200557241225
qqq_single_ma150_weekly_top10,2.0,2023-11,0.15636285640853423
qqq_single_ma150_weekly_top10,2.0,2023-12,0.060405883733994914
qqq_single_ma150_weekly_top10,2.0,2024-01,0.01207611539821555
qqq_single_ma150_weekly_top10,2.0,2024-02,0.025357846363317386
qqq_single_ma150_weekly_top10,2.0,2024-03,-0.031861538859310964
qqq_single_ma150_weekly_top10,2.0,2024-04,-0.07753232806004848
qqq_single_ma150_weekly_top10,2.0,2024-05,0.12225583499375817
qqq_single_ma150_weekly_top10,2.0,2024-06,0.04359945311522724
qqq_single_ma150_weekly_top10,2.0,2024-07,-0.09660575119438626
qqq_single_ma150_weekly_top10,2.0,2024-08,-0.014576112293367378
qqq_single_ma150_weekly_top10,2.0,2024-09,-0.002605090621036925
qqq_single_ma150_weekly_top10,2.0,2024-10,0.011781717930075292
qqq_single_ma150_weekly_top10,2.0,2024-11,0.07221797730603487
qqq_single_ma150_weekly_top10,2.0,2024-12,0.01581249458179112
qqq_single_ma150_weekly_top10,2.0,2025-01,0.01679842661091145
qqq_single_ma150_weekly_top10,2.0,2025-02,-0.03287085353073087
qqq_single_ma150_weekly_top10,2.0,2025-03,-0.13990903009416533
qqq_single_ma150_weekly_top10,2.0,2025-04,0.08160683557124329
qqq_single_ma150_weekly_top10,2.0,2025-05,0.06915730059547032
qqq_single_ma150_weekly_top10,2.0,2025-06,0.04762631725950233
qqq_single_ma150_weekly_top10,2.0,2025-07,-0.03775015488723342
qqq_single_ma150_weekly_top10,2.0,2025-08,-0.00794851684928552
qqq_single_ma150_weekly_top10,2.0,2025-09,0.19095950907413412
qqq_single_ma150_weekly_top10,2.0,2025-10,0.17165059496323376
qqq_single_ma150_weekly_top10,2.0,2025-11,-0.045509285534636464
qqq_single_ma150_weekly_top10,2.0,2025-12,0.0759452250500565
qqq_single_ma150_weekly_top10,2.0,2026-01,0.16993831395580222
qqq_single_ma150_weekly_top10,2.0,2026-02,-0.018279686543360534
qqq_single_ma150_weekly_top10,2.0,2026-03,-0.0366684014688285
qqq_single_ma150_weekly_top10,2.0,2026-04,0.3085990434384452
qqq_single_ma150_weekly_top10,5.0,2019-06,0.0
qqq_single_ma150_weekly_top10,5.0,2019-07,0.0
qqq_single_ma150_weekly_top10,5.0,2019-08,0.0
qqq_single_ma150_weekly_top10,5.0,2019-09,0.0
qqq_single_ma150_weekly_top10,5.0,2019-10,0.0
qqq_single_ma150_weekly_top10,5.0,2019-11,0.0
qqq_single_ma150_weekly_top10,5.0,2019-12,0.0
qqq_single_ma150_weekly_top10,5.0,2020-01,0.0027760387506045453
qqq_single_ma150_weekly_top10,5.0,2020-02,0.0028409095319073124
qqq_single_ma150_weekly_top10,5.0,2020-03,-0.14821701204900542
qqq_single_ma150_weekly_top10,5.0,2020-04,0.12097520505186386
qqq_single_ma150_weekly_top10,5.0,2020-05,0.11888764771214035
qqq_single_ma150_weekly_top10,5.0,2020-06,0.13842231256132587
qqq_single_ma150_weekly_top10,5.0,2020-07,0.12025104177446375
qqq_single_ma150_weekly_top10,5.0,2020-08,0.1551715329385951
qqq_single_ma150_weekly_top10,5.0,2020-09,-0.008376770610927287
qqq_single_ma150_weekly_top10,5.0,2020-10,-0.004147542400855804
qqq_single_ma150_weekly_top10,5.0,2020-11,0.2060266093595764
qqq_single_ma150_weekly_top10,5.0,2020-12,0.022952319183438062
qqq_single_ma150_weekly_top10,5.0,2021-01,0.06448473011428772
qqq_single_ma150_weekly_top10,5.0,2021-02,0.015274238269884853
qqq_single_ma150_weekly_top10,5.0,2021-03,-0.04729146253999766
qqq_single_ma150_weekly_top10,5.0,2021-04,0.01062460866851353
qqq_single_ma150_weekly_top10,5.0,2021-05,0.00626069825646792
qqq_single_ma150_weekly_top10,5.0,2021-06,0.028579806952533468
qqq_single_ma150_weekly_top10,5.0,2021-07,0.08743221991915318
qqq_single_ma150_weekly_top10,5.0,2021-08,0.0654036625422855
qqq_single_ma150_weekly_top10,5.0,2021-09,-0.0947341952412945
qqq_single_ma150_weekly_top10,5.0,2021-10,0.08586634985967961
qqq_single_ma150_weekly_top10,5.0,2021-11,-0.010921748025309978
qqq_single_ma150_weekly_top10,5.0,2021-12,-0.04694325173395863
qqq_single_ma150_weekly_top10,5.0,2022-01,-0.18708626058998135
qqq_single_ma150_weekly_top10,5.0,2022-02,-0.059856854623061125
qqq_single_ma150_weekly_top10,5.0,2022-03,-0.008227358537768233
qqq_single_ma150_weekly_top10,5.0,2022-04,-0.09553316767922333
qqq_single_ma150_weekly_top10,5.0,2022-05,-0.01965238882320741
qqq_single_ma150_weekly_top10,5.0,2022-06,-0.026288940748315066
qqq_single_ma150_weekly_top10,5.0,2022-07,-0.03374877083237389
qqq_single_ma150_weekly_top10,5.0,2022-08,-0.03388671811008299
qqq_single_ma150_weekly_top10,5.0,2022-09,-0.08584965539457005
qqq_single_ma150_weekly_top10,5.0,2022-10,0.05538632481957946
qqq_single_ma150_weekly_top10,5.0,2022-11,0.09407952167135708
qqq_single_ma150_weekly_top10,5.0,2022-12,-0.03461032795378034
qqq_single_ma150_weekly_top10,5.0,2023-01,0.03199268844115129
qqq_single_ma150_weekly_top10,5.0,2023-02,-0.05359976754952972
qqq_single_ma150_weekly_top10,5.0,2023-03,0.04955277263832879
qqq_single_ma150_weekly_top10,5.0,2023-04,-0.011565814851802723
qqq_single_ma150_weekly_top10,5.0,2023-05,0.14071578323039052
qqq_single_ma150_weekly_top10,5.0,2023-06,0.03907325871574245
qqq_single_ma150_weekly_top10,5.0,2023-07,0.029228233650522226
qqq_single_ma150_weekly_top10,5.0,2023-08,-0.002643046818245648
qqq_single_ma150_weekly_top10,5.0,2023-09,-0.07055578440796333
qqq_single_ma150_weekly_top10,5.0,2023-10,-0.03644200557241224
qqq_single_ma150_weekly_top10,5.0,2023-11,0.15570285640853423
qqq_single_ma150_weekly_top10,5.0,2023-12,0.05992588373399492
qqq_single_ma150_weekly_top10,5.0,2024-01,0.011476115398215546
qqq_single_ma150_weekly_top10,5.0,2024-02,0.024757846363317383
qqq_single_ma150_weekly_top10,5.0,2024-03,-0.03246153885931096
qqq_single_ma150_weekly_top10,5.0,2024-04,-0.07801232806004846
qqq_single_ma150_weekly_top10,5.0,2024-05,0.12189583499375817
qqq_single_ma150_weekly_top10,5.0,2024-06,0.04311945311522724
qqq_single_ma150_weekly_top10,5.0,2024-07,-0.09702575119438626
qqq_single_ma150_weekly_top10,5.0,2024-08,-0.015416112293367368
qqq_single_ma150_weekly_top10,5.0,2024-09,-0.003625090621036925
qqq_single_ma150_weekly_top10,5.0,2024-10,0.011181717930075292
qqq_single_ma150_weekly_top10,5.0,2024-11,0.07185797730603487
qqq_single_ma150_weekly_top10,5.0,2024-12,0.015152494581791125
qqq_single_ma150_weekly_top10,5.0,2025-01,0.016498426610911453
qqq_single_ma150_weekly_top10,5.0,2025-02,-0.03317085353073086
qqq_single_ma150_weekly_top10,5.0,2025-03,-0.14050903009416532
qqq_single_ma150_weekly_top10,5.0,2025-04,0.08088683557124329
qqq_single_ma150_weekly_top10,5.0,2025-05,0.06867730059547031
qqq_single_ma150_weekly_top10,5.0,2025-06,0.04696631725950233
qqq_single_ma150_weekly_top10,5.0,2025-07,-0.038170154887233416
qqq_single_ma150_weekly_top10,5.0,2025-08,-0.008428516849285514
qqq_single_ma150_weekly_top10,5.0,2025-09,0.19023950907413412
qqq_single_ma150_weekly_top10,5.0,2025-10,0.17099059496323377
qqq_single_ma150_weekly_top10,5.0,2025-11,-0.045809285534636465
