campaign_id,source_run,variant_id,panel,entries,position_change_count,active_days,positive_months,negative_months,inactive_months,maximum_drawdown,recent12_average_month,recent12_positive_months,recent12_negative_months,top5_day_positive_share,top5_symbol_positive_share,holding,net_-1bps,net_0bps,net_1bps,net_2bps,calendar_sessions_proxy,estimated_sessions,entries_per_session,profitable_low_cost,hf_half_daily,hf_daily,recent_consistent,prior_quote_replayed,quote_replay_required
CAM-0606,RUN-0020,etf__long_cheap_r5__top1__z1__trend0,etf,1752,1397,1752,53,34,1,0.2382239290999423,0.0100500948664012,7,5,0.0594635280220148,0.8902312458213734,open_to_close,3.201827080506276,2.851427080506274,2.501027080506272,2.1506270805062737,1829.0,1848.0,0.948051948051948,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r5__top1__z1__trend0,etf,1752,1397,1752,53,34,1,0.2382239290999423,0.0100500948664012,7,5,0.0594635280220148,0.8902312458213734,open_to_close,3.201827080506276,2.851427080506274,2.501027080506272,2.1506270805062737,1829.0,1848.0,0.948051948051948,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r1__top3__z0.5__trend0,etf,4728,7220,1801,52,35,1,0.2089491464714851,0.0357462588814344,8,4,0.073941827632562,0.9218492652880138,open_to_close,3.1319804342621174,2.771780434262117,2.4115804342621168,2.051380434262118,1829.0,1848.0,2.5584415584415585,True,True,True,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r1__top3__z0.5__trend0,etf,4728,7220,1801,52,35,1,0.2089491464714851,0.0357462588814344,8,4,0.073941827632562,0.9218492652880138,open_to_close,3.1319804342621174,2.771780434262117,2.4115804342621168,2.051380434262118,1829.0,1848.0,2.5584415584415585,True,True,True,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r1__top5__z0.5__trend0,etf,5565,8963,1801,51,36,1,0.1986240515190453,0.0360208160464539,8,4,0.0761111197087804,0.9040133402239556,open_to_close,3.1064787098508844,2.746278709850884,2.386078709850884,2.025878709850885,1829.0,1848.0,3.0113636363636362,True,True,True,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r1__top5__z0.5__trend0,etf,5565,8963,1801,51,36,1,0.1986240515190453,0.0360208160464539,8,4,0.0761111197087804,0.9040133402239556,open_to_close,3.1064787098508844,2.746278709850884,2.386078709850884,2.025878709850885,1829.0,1848.0,3.0113636363636362,True,True,True,True,False,True
CAM-0617,RUN-0020,qqq__alpha_M20_E5__positive_top3,qqq,888,2018,1660,47,33,3,0.5202610651378133,0.0666725956911513,8,4,0.0426465506007728,0.4392457192288183,open_to_next_open,2.500913949957109,2.44069233939795,2.3804707288387905,2.320249118279631,1829.0,1743.0,0.5094664371772806,True,True,False,True,False,True
CAM-0617,RUN-0021,qqq__alpha_M20_E5__top10__weekly__trend0,qqq,2504,5942,1660,45,35,3,0.4319574117570867,0.0536986016624437,9,3,0.0417452035200599,0.3739722325725646,open_to_next_open,2.143656198259904,2.090745920637418,2.0378356430149323,1.9849253653924464,1829.0,1743.0,1.4366035570854847,True,True,True,True,False,True
CAM-0608,RUN-0021,qqq__slow_residual_r20__top10__weekly,qqq,1369,4659,1588,46,30,7,0.4745318883552729,0.0400973078408803,8,4,0.0450312000667807,0.2876936159602439,open_to_next_open,2.0694475273514383,2.0404003242252724,2.0113531210991065,1.9823059179729403,1829.0,1743.0,0.7854274239816409,True,True,False,True,False,True
CAM-0617,RUN-0020,qqq__alpha_M20_E5__positive_top10,qqq,2622,7370,1660,45,35,3,0.4392464771656281,0.0553588592945816,9,3,0.0414462010859221,0.3723697909896062,open_to_next_open,2.1110668171491493,2.055872058571909,2.0006772999946683,1.945482541417427,1829.0,1743.0,1.504302925989673,True,True,True,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top5__hold2__trend1,etf,2254,5815,1473,58,21,9,0.146139791701024,0.0235107231810473,10,2,0.0630647655685933,0.6020538935298365,open_to_next_open,2.0976894935761616,1.9984961602428288,1.899302826909496,1.800109493576162,1829.0,1848.0,1.2196969696969697,True,True,True,True,False,True
CAM-0614,RUN-0020,qqq__donchian100__breakout__top10__volume1,qqq,1227,2886,755,40,31,12,0.2564237786017359,0.1025060168966334,9,3,0.0913533638672823,0.4275514303470979,open_to_next_open,2.1344719186399024,2.01412379343455,1.893775668229198,1.773427543023846,1829.0,1743.0,0.7039586919104991,True,True,False,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top3__hold2__trend1,etf,1817,4395,1473,59,20,9,0.1485007855472697,0.027997393228005,10,2,0.0631350682864487,0.6499075759337712,open_to_next_open,2.0464679820216,1.9451846486882665,1.843901315354933,1.7426179820215997,1829.0,1848.0,0.9832251082251082,True,True,False,True,False,True
CAM-0614,RUN-0020,qqq__donchian50__breakout__top10__volume1,qqq,1456,3410,832,39,33,11,0.2154848102265339,0.0870900559884014,8,4,0.0840621285704267,0.403839905387131,open_to_next_open,2.0856337292285723,1.951313741398028,1.816993753567485,1.6826737657369415,1829.0,1743.0,0.8353413654618473,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top1__z0.5__trend1,etf,1485,1899,1485,53,25,10,0.2694043482851916,0.0469893552411891,10,2,0.0507047897787524,0.9448400540392486,open_to_close,2.3475621326976235,2.0505621326976224,1.7535621326976216,1.456562132697623,1829.0,1848.0,0.8035714285714286,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top1__z0.5__trend1,etf,1485,1899,1485,53,25,10,0.2694043482851916,0.0469893552411891,10,2,0.0507047897787524,0.9448400540392486,open_to_close,2.3475621326976235,2.0505621326976224,1.7535621326976216,1.456562132697623,1829.0,1848.0,0.8035714285714286,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top1__z1__trend1,etf,1197,1551,1197,53,25,10,0.2598029835396737,0.043137421387136,10,2,0.0559589385247894,0.9524334882158724,open_to_close,2.190576404245,1.9511764042449995,1.7117764042449988,1.472376404245,1829.0,1848.0,0.6477272727272727,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top1__z1__trend1,etf,1197,1551,1197,53,25,10,0.2598029835396737,0.043137421387136,10,2,0.0559589385247894,0.9524334882158724,open_to_close,2.190576404245,1.9511764042449995,1.7117764042449988,1.472376404245,1829.0,1848.0,0.6477272727272727,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top5__z1__trend1,etf,1598,2165,1197,56,22,10,0.2199042395562446,0.0241976677655489,10,2,0.0594919653129768,0.934684400114042,open_to_close,2.114147688488358,1.8747476884883567,1.6353476884883564,1.3959476884883577,1829.0,1848.0,0.8647186147186147,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top5__z1__trend1,etf,1598,2165,1197,56,22,10,0.2199042395562446,0.0241976677655489,10,2,0.0594919653129768,0.934684400114042,open_to_close,2.114147688488358,1.8747476884883567,1.6353476884883564,1.3959476884883577,1829.0,1848.0,0.8647186147186147,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top3__z1__trend1,etf,1597,2163,1197,56,22,10,0.219926583399811,0.0241976677655489,10,2,0.0594937386287407,0.9343450292002076,open_to_close,2.113846465585533,1.874446465585532,1.6350464655855317,1.3956464655855327,1829.0,1848.0,0.8641774891774892,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top3__z1__trend1,etf,1597,2163,1197,56,22,10,0.219926583399811,0.0241976677655489,10,2,0.0594937386287407,0.9343450292002076,open_to_close,2.113846465585533,1.874446465585532,1.6350464655855317,1.3956464655855327,1829.0,1848.0,0.8641774891774892,True,True,False,True,False,True
CAM-0609,RUN-0021,qqq__slow_residual_r5__top3__weekly,qqq,884,1877,1596,49,28,6,0.3481154906316714,0.0489823469290959,9,3,0.0491826965129318,0.2626770043251803,open_to_next_open,1.7518339188890035,1.6922071395963827,1.6325803603037614,1.5729535810111408,1829.0,1743.0,0.5071715433161216,True,True,False,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top3__hold3__trend1,etf,1570,4455,1579,51,28,9,0.131825691485195,0.0225731290454356,8,4,0.0703482860171945,0.7305881282720059,open_to_next_open,1.6954367647249662,1.6275367647249666,1.5596367647249667,1.4917367647249664,1829.0,1848.0,0.8495670995670995,True,True,False,True,False,True
CAM-0608,RUN-0021,qqq__slow_residual_r10__top10__weekly,qqq,1847,5137,1588,49,27,7,0.4788761471890217,0.0295415601549964,7,5,0.0449251013683254,0.2954249298483543,open_to_next_open,1.6271620141707206,1.587931223042563,1.548700431914406,1.5094696407862482,1829.0,1743.0,1.059667240390132,True,True,True,True,False,True
CAM-0614,RUN-0020,qqq__donchian100__breakout__top3__volume1,qqq,1027,2356,755,36,35,12,0.3003247296025359,0.0925204441703956,8,4,0.0907738548120174,0.4215274456256562,open_to_next_open,1.7636227274000835,1.6428485987685586,1.522074470137034,1.4013003415055094,1829.0,1743.0,0.5892139988525531,True,True,False,True,False,True
CAM-0614,RUN-0020,qqq__donchian50__breakout__top3__volume1,qqq,1182,2700,832,37,35,11,0.2592518102210969,0.0773743409522155,8,4,0.0829812391112837,0.4075227391670742,open_to_next_open,1.756062625854805,1.621188637962362,1.486314650069919,1.3514406621774755,1829.0,1743.0,0.6781411359724613,True,True,False,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top1__hold2__trend1,etf,954,2104,1473,52,27,9,0.1803508424588598,0.0146162577441139,8,4,0.0691044496419158,0.6645446012100893,open_to_next_open,1.6714017533756793,1.5662017533756791,1.4610017533756794,1.3558017533756792,1829.0,1848.0,0.5162337662337663,True,True,False,True,False,True
CAM-0609,RUN-0021,qqq__slow_residual_r5__top10__weekly,qqq,2506,5815,1596,50,27,6,0.3500269529232331,0.0312272309237315,10,2,0.0517441258098139,0.2173121105058211,open_to_next_open,1.5062912480051367,1.4531259795474236,1.3999607110897103,1.346795442631997,1829.0,1743.0,1.4377510040160641,True,True,True,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top3__z0.5__trend0,etf,4707,5651,1801,55,32,1,0.2281481033051937,0.024087828502319,8,4,0.0656247892140827,0.9685920369362776,open_to_close,2.084717772438683,1.724517772438683,1.3643177724386837,1.0041177724386838,1829.0,1848.0,2.5470779220779223,True,True,True,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top3__z0.5__trend0,etf,4707,5651,1801,55,32,1,0.2281481033051937,0.024087828502319,8,4,0.0656247892140827,0.9685920369362776,open_to_close,2.084717772438683,1.724517772438683,1.3643177724386837,1.0041177724386838,1829.0,1848.0,2.5470779220779223,True,True,True,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top5__z0.5__trend0,etf,5546,7347,1801,56,31,1,0.2133561452579868,0.0233691718895587,8,4,0.0640204182605031,0.9353566646350696,open_to_close,2.0666707675916403,1.7064707675916404,1.3462707675916397,0.9860707675916406,1829.0,1848.0,3.0010822510822512,True,True,True,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top5__z0.5__trend0,etf,5546,7347,1801,56,31,1,0.2133561452579868,0.0233691718895587,8,4,0.0640204182605031,0.9353566646350696,open_to_close,2.0666707675916403,1.7064707675916404,1.3462707675916397,0.9860707675916406,1829.0,1848.0,3.0010822510822512,True,True,True,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top5__hold3__trend0,etf,2873,9720,1799,51,36,1,0.2334107943269429,0.0136112837944689,9,3,0.0556193509538475,0.5709936409307341,open_to_next_open,1.5299687227121326,1.4362531671565768,1.342537611601021,1.248822056045466,1829.0,1848.0,1.5546536796536796,True,True,True,True,False,True
CAM-0610,RUN-0020,sp500__ma100__weekly__top10__momentum,sp500,643,1276,1104,31,22,7,0.3182233846910533,0.0973703537569469,9,3,0.044049492649457,0.339606843210077,open_to_next_open,1.3659556771298762,1.3531956771298763,1.3404356771298762,1.327675677129876,1829.0000000000002,1260.0,0.5103174603174603,True,True,False,True,False,True
CAM-0611,RUN-0020,qqq__ma10_30__weekly__top10__momentum,qqq,973,2103,1574,44,32,7,0.3569907082193209,0.0455657517967876,7,5,0.0356376662105014,0.3738739416390236,open_to_next_open,1.3784690335051872,1.356780938267092,1.3350928430289972,1.313404747790902,1829.0,1743.0,0.5582329317269076,True,True,False,True,False,True
CAM-0612,RUN-0020,qqq__ma3_10_21__weekly__top10__momentum,qqq,1490,3177,1554,45,31,7,0.3429088055961272,0.0469998741277385,7,5,0.0329847797098028,0.3807116639896003,open_to_next_open,1.3580859967099843,1.3207865522655402,1.283487107821096,1.246187663376651,1829.0,1743.0,0.8548479632816982,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r1__top1__z0.5__trend1,etf,1485,2419,1485,45,33,10,0.2346901970363858,0.0562538594646404,9,3,0.0534283501405502,0.9641369592045552,open_to_close,1.83816218337379,1.5411621833737894,1.2441621833737888,0.9471621833737895,1829.0,1848.0,0.8035714285714286,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r1__top1__z0.5__trend1,etf,1485,2419,1485,45,33,10,0.2346901970363858,0.0562538594646404,9,3,0.0534283501405502,0.9641369592045552,open_to_close,1.83816218337379,1.5411621833737894,1.2441621833737888,0.9471621833737895,1829.0,1848.0,0.8035714285714286,True,True,False,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top5__hold5__trend1,etf,1237,5785,1623,51,28,9,0.1190135508933405,0.0161771070021529,7,5,0.0568655483543221,0.6449180321369554,open_to_next_open,1.3105806701611322,1.2712266701611326,1.2318726701611324,1.1925186701611323,1829.0,1848.0,0.6693722943722944,True,True,False,True,False,True
CAM-0612,RUN-0020,sp500__ma10_50_200__weekly__top10__momentum,sp500,673,1346,1051,29,22,9,0.3280358489076346,0.0886330297708333,10,2,0.0506795958406324,0.334042265910502,open_to_next_open,1.238268870736041,1.224848870736041,1.211428870736041,1.1980088707360412,1829.0,1260.0,0.5341269841269841,True,True,False,True,False,True
CAM-0608,RUN-0021,sp500__slow_residual_r5__top10__weekly,sp500,2134,4473,1128,35,19,6,0.2735617464782067,0.052350731863154,10,2,0.0779769612466837,0.1715020133289978,open_to_next_open,1.2846035500599997,1.2416501855119475,1.1986968209638948,1.1557434564158424,1829.0,1260.0,1.6936507936507936,True,True,True,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top3__hold5__trend1,etf,1149,4367,1623,48,31,9,0.1159705175686321,0.0174984104190038,7,5,0.0572164722841809,0.6549721076729133,open_to_next_open,1.2765939617036066,1.2366006283702733,1.19660729503694,1.1566139617036064,1829.0,1848.0,0.6217532467532467,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top5__z0.5__trend1,etf,3947,5187,1485,48,30,10,0.2912441267108037,0.0332550149326167,11,1,0.064464520343447,0.9338432446767136,open_to_close,1.7777863413056132,1.4807863413056128,1.1837863413056122,0.8867863413056132,1829.0,1848.0,2.1358225108225106,True,True,True,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top5__z0.5__trend1,etf,3947,5187,1485,48,30,10,0.2912441267108037,0.0332550149326167,11,1,0.064464520343447,0.9338432446767136,open_to_close,1.7777863413056132,1.4807863413056128,1.1837863413056122,0.8867863413056132,1829.0,1848.0,2.1358225108225106,True,True,True,True,False,True
CAM-0621,RUN-0021,etf__ibs30__top3__hold3__trend0,etf,2344,7195,1799,49,38,1,0.2981294562705994,0.0175973063809321,9,3,0.0548320226638393,0.5776139726853395,open_to_next_open,1.369764423553879,1.2742310902205456,1.1786977568872126,1.0831644235538795,1829.0,1848.0,1.2683982683982684,True,True,True,True,False,True
CAM-0617,RUN-0021,qqq__alpha_M20_E5__top10__weekly__trend1,qqq,1562,3600,1390,40,33,10,0.196827539215468,0.0484671668911644,10,2,0.0499227159384202,0.3995771970694087,open_to_next_open,1.2366753100933308,1.2050871917830572,1.1734990734727837,1.1419109551625102,1829.0,1743.0,0.8961560527825588,True,True,False,True,False,True
CAM-0617,RUN-0021,etf__alpha_M20_E5__top5__weekly__trend0,etf,1054,2699,1766,51,34,3,0.3659847645311826,0.0166195353133087,9,3,0.0615643588519331,0.9438707105473664,open_to_next_open,1.274495159392676,1.2237575983025717,1.1730200372124666,1.122282476122362,1829.0,1848.0,0.5703463203463204,True,True,False,True,False,True
CAM-0611,RUN-0020,sp500__ma20_50__weekly__top10__momentum,sp500,654,1298,1104,31,22,7,0.3445736220204106,0.0896633067728073,10,2,0.0418428479229925,0.31664275267982,open_to_next_open,1.185587528460684,1.1726075284606838,1.1596275284606845,1.146647528460684,1829.0000000000002,1260.0,0.5190476190476191,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r2__top3__z0.5__trend1,etf,3459,4162,1485,48,30,10,0.2921010086463103,0.0291762356558661,10,2,0.0639710307256289,0.9482618471126868,open_to_close,1.748750484351214,1.4517504843512137,1.1547504843512133,0.8577504843512144,1829.0,1848.0,1.8717532467532467,True,True,True,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r2__top3__z0.5__trend1,etf,3459,4162,1485,48,30,10,0.2921010086463103,0.0291762356558661,10,2,0.0639710307256289,0.9482618471126868,open_to_close,1.748750484351214,1.4517504843512137,1.1547504843512133,0.8577504843512144,1829.0,1848.0,1.8717532467532467,True,True,True,True,False,True
CAM-0617,RUN-0020,etf__alpha_M20_E5__positive_top5,etf,1091,2963,1766,50,35,3,0.3565612256917703,0.0087013739062742,8,4,0.0614830798579384,0.9435645693227172,open_to_next_open,1.2443087255927103,1.1916571499422597,1.1390055742918093,1.0863539986413586,1829.0,1848.0,0.5903679653679653,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r1__top1__z1__trend1,etf,1199,1966,1199,45,33,10,0.221712676820806,0.0567624707355933,9,3,0.0567849666371769,0.9634824278883632,open_to_close,1.6133627184886294,1.373562718488629,1.1337627184886283,0.8939627184886296,1829.0,1848.0,0.6488095238095238,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r1__top1__z1__trend1,etf,1199,1966,1199,45,33,10,0.221712676820806,0.0567624707355933,9,3,0.0567849666371769,0.9634824278883632,open_to_close,1.6133627184886294,1.373562718488629,1.1337627184886283,0.8939627184886296,1829.0,1848.0,0.6488095238095238,True,True,False,True,False,True
CAM-0611,RUN-0020,qqq__ma10_30__weekly__top10__risk_adjusted,qqq,978,4074,1574,44,32,7,0.2936981342339348,0.0287046173507563,7,5,0.0368594285873372,0.2870817107682917,open_to_next_open,1.1520325301261092,1.128377824591654,1.1047231190571989,1.0810684135227433,1829.0,1743.0,0.5611015490533563,True,True,False,True,False,True
CAM-0608,RUN-0021,sp500__slow_residual_r5__top3__weekly,sp500,665,1366,1128,34,20,6,0.4262170213303828,0.0709873600233341,10,2,0.0942613344892589,0.2133687306652872,open_to_next_open,1.179909222252732,1.1355462787895925,1.091183335326453,1.0468203918633134,1829.0,1260.0,0.5277777777777778,True,True,False,True,False,True
CAM-0621,RUN-0021,etf__ibs20__top5__hold2__trend1,etf,1862,4520,1298,54,25,9,0.1078467419160207,0.0111415897664842,9,3,0.059660332790863,0.6214796762610032,open_to_next_open,1.2424483247944895,1.159556658127823,1.0766649914611564,0.9937733247944892,1829.0,1848.0,1.0075757575757576,True,True,True,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r5__top1__z1__trend1,etf,1152,1093,1152,46,31,11,0.3585273284677923,0.0513359513233185,9,3,0.0639912198577121,0.9493665830486188,open_to_close,1.525384687888575,1.294984687888574,1.064584687888573,0.8341846878885746,1829.0,1848.0,0.6233766233766234,True,True,False,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r5__top1__z1__trend1,etf,1152,1093,1152,46,31,11,0.3585273284677923,0.0513359513233185,9,3,0.0639912198577121,0.9493665830486188,open_to_close,1.525384687888575,1.294984687888574,1.064584687888573,0.8341846878885746,1829.0,1848.0,0.6233766233766234,True,True,False,True,False,True
CAM-0606,RUN-0020,etf__long_cheap_r1__top5__z0.5__trend1,etf,3877,6151,1485,49,29,10,0.1904205981004653,0.0443562433079234,10,2,0.0669275758544514,0.9508979246031384,open_to_close,1.657796527589885,1.3607965275898848,1.063796527589885,0.7667965275898858,1829.0,1848.0,2.097943722943723,True,True,True,True,False,True
CAM-0607,RUN-0020,etf__long_cheap_r1__top5__z0.5__trend1,etf,3877,6151,1485,49,29,10,0.1904205981004653,0.0443562433079234,10,2,0.0669275758544514,0.9508979246031384,open_to_close,1.657796527589885,1.3607965275898848,1.063796527589885,0.7667965275898858,1829.0,1848.0,2.097943722943723,True,True,True,True,False,True
CAM-0611,RUN-0020,sp500__ma10_30__weekly__top10__momentum,sp500,883,1756,1104,31,22,7,0.3919346706180185,0.076017782859172,9,3,0.0464374318697997,0.3311354571751165,open_to_next_open,1.075196636243121,1.0576366362431209,1.0400766362431204,1.0225166362431206,1829.0000000000002,1260.0,0.7007936507936507,True,True,False,True,False,True
CAM-0621,RUN-0021,etf__ibs20__top3__hold2__trend1,etf,1505,3466,1298,52,27,9,0.1227483998656197,0.01418093995897,9,3,0.0598151440273398,0.6615475125552381,open_to_next_open,1.1988904774280111,1.1150571440946777,1.0312238107613445,0.947390477428011,1829.0,1848.0,0.8143939393939394,True,True,False,True,False,True
